Tags,project_type,category,project,total_debt
obsolete,None-Quantum,None-Quantum,frappe/bench,27.798647633358378
obsolete,None-Quantum,None-Quantum,dpgaspar/Flask-AppBuilder,20.93
obsolete,None-Quantum,None-Quantum,flexxui/flexx,0.9000000000000001
obsolete,None-Quantum,None-Quantum,lbryio/lbry-sdk,5.68
obsolete,None-Quantum,None-Quantum,falconry/falcon,1.035276073619632
obsolete,None-Quantum,None-Quantum,django-tastypie/django-tastypie,0.337126000842815
obsolete,None-Quantum,None-Quantum,django-crispy-forms/django-crispy-forms,18.65038996269922
obsolete,None-Quantum,None-Quantum,google/personfinder,7.3500000000000005
obsolete,None-Quantum,None-Quantum,quack/quack,0.0
obsolete,None-Quantum,None-Quantum,nvbn/thefuck,0.0
obsolete,None-Quantum,None-Quantum,cquery-project/cquery,0.0
obsolete,None-Quantum,None-Quantum,AppImage/AppImageKit,0
obsolete,None-Quantum,None-Quantum,Nuitka/Nuitka,23.61
obsolete,None-Quantum,None-Quantum,jieter/django-tables2,8.023826208829712
obsolete,None-Quantum,None-Quantum,mjolnirapp/mjolnir,20.0
obsolete,None-Quantum,None-Quantum,AppDaemon/appdaemon,0.0
obsolete,None-Quantum,None-Quantum,Kunstmaan/KunstmaanBundlesCMS,0
obsolete,None-Quantum,None-Quantum,keystonejs/keystone-classic,0.0
obsolete,None-Quantum,None-Quantum,emeryberger/CSrankings,22.87025786418253
obsolete,None-Quantum,None-Quantum,zetavm/zetavm,0.0
obsolete,None-Quantum,None-Quantum,pinax/pinax-stripe,1.3279802347127858
obsolete,None-Quantum,None-Quantum,plotly/dash,0.6426735218508998
obsolete,None-Quantum,None-Quantum,wooey/Wooey,0.3561887800534283
obsolete,None-Quantum,None-Quantum,vim-vdebug/vdebug,10.317460317460318
obsolete,None-Quantum,None-Quantum,SciML/DifferentialEquations.jl,0
obsolete,None-Quantum,None-Quantum,ps2homebrew/Open-PS2-Loader,64.8068669527897
obsolete,None-Quantum,None-Quantum,rajkumardusad/Tool-X,0.0
obsolete,None-Quantum,None-Quantum,Chuyu-Team/Dism-Multi-language,0.0
obsolete,None-Quantum,None-Quantum,guanguans/favorite-link,0
obsolete,None-Quantum,None-Quantum,pre-commit/pre-commit,0.5907172995780591
obsolete,None-Quantum,None-Quantum,dcloudio/mui,0.08
obsolete,None-Quantum,None-Quantum,owntracks/recorder,27.590673575129532
obsolete,None-Quantum,None-Quantum,janeczku/calibre-web,0.47000000000000003
